"book_num"|"verse_num"|"line_str"
1|2546|He said, “O people that lived in vanity, and on account of you I wept before God!
1|2547|God said (to me), ‘Have patience with their iniquity: give them counsel, not much remains of their (allotted) period.’
1|2548|I said, ‘Counsel is barred by ill-treatment: the milk of counsel gushes forth from love and joy.
1|2549|Much ill-treatment have ye bestowed on me, (so that) the milk of counsel is curdled in my veins.’
1|2550|God said to me, ‘I will give thee a boon, I will lay a plaster on those wounds (of thine).’
1|2551|God made my heart clear as the sky, He swept your oppression out of my mind.
1|2552|I went (back) once more to admonition, I spake parables and words (sweet) as sugar,
1|2553|I produced fresh milk from the sugar, I mingled milk and honey with my words.
1|2554|In you those words became like poison, because ye were filled with poison from the root and foundation.
1|2555|How should I be grieved that grief is overthrown? Ye were grief (to me), O obstinate people.
1|2556|Does any one lament the death of grief? Does any one tear out his hair when the sore on his head is removed?”
1|2557|(Then) he turned to himself and said, “O mourner, those folk are not worth thy mourning.”
1|2558|Do not recite incorrectly, O thou who recitest correctly the perspicuous (Qur'án) “Say, how shall I be grieved for an unjust people?”
1|2559|Again he felt a weeping in his eye and heart: an uncaused (involuntary) compassion shone forth in him.
1|2560|He was raining drops of water (shedding tears)—and he had become distraught— an uncaused drop from the Ocean of Bounty.
1|2561|His intellect was saying, “Wherefore is this weeping? Ought one to weep for such scoffers?
1|2562|Tell me, what art thou weeping for? For their fraud? For the host of (their) ill-omened exactions of vengeance?
1|2563|For their murky hearts full of rust? For their venomous snake-like tongues?
1|2564|For their sagsár-like breath and teeth? For their mouths and eyes teeming with scorpions?
1|2565|For their wrangling and sneering and scoffing? Give thanks, since God has imprisoned (restrained) them.
1|2566|Their hands are perverse, their feet perverse, their eyes perverse, their love perverse, their peace perverse, their anger perverse.”
1|2567|For the sake of blind conformity and (for the sake of following) traditional ideas for the standards of tradition, they set their feet (trampled) on the head of Reason, this venerable guide.
1|2568|They were not eager for a guide (pír-khar): they all had become (like) an old donkey (pír khar) from paying hypocritical observance to each other's eyes and ears.
1|2569|God brought the (devout) worshippers from Paradise that He might show unto them the nurslings of Hell-fire.
1|2570|Behold the people of (destined for) the Fire and those of Paradise dwelling in the same shop, (yet) between them is a barrier which they do not seek to cross.
1|2571|He hath mixed the people of the Fire and the people of the Light: between them He hath reared the mountain of Qáf.
1|2572|He hath mixed (them) like earth and gold in the mine: between them are a hundred deserts and caravanserays.
1|2573|(They are) mixed even as pearls and jet beads in the necklace, (soon to be parted) like guests of a single night.
1|2574|One half of the sea is sweet like sugar: the taste sweet, the colour bright as the moon.
1|2575|The other half is bitter as snake's venom: the taste bitter and the colour dark as pitch.
1|2576|Both (halves) dash against one another, from beneath and from the top, wave on wave like the water of the sea.
1|2577|The appearance of collision, (arising) from the narrow body, is (due to) the spirits' being intermingled in peace or war.
1|2578|The waves of peace dash against each other and root up hatreds from (men's) breasts.
1|2579|In other form do the waves of war turn (men's) loves upside down (confound and destroy them).
1|2580|Love is drawing the bitter ones to the sweet, because the foundation of (all) loves is righteousness.
1|2581|Wrath is carrying away the sweet one to bitterness: how should the bitter sort with (be suited to) the sweet?
1|2582|The bitter and the sweet are not visible to this (ocular) sight, (but) they can be seen through the window of the latter end.
1|2583|The eye that sees the end (ákhir) can see truly; the eye that sees (only) the stable (ákhur) is delusion and error.
1|2584|Oh, many the one that is sweet as sugar, but poison is concealed in the sugar.
1|2585|He that is more sagacious (than the rest) will know it by the smell; another (only) when it touches his lips and teeth:
1|2586|Then his lips will reject it before (it reaches) his throat, although the Devil is shouting, “Eat ye!”
1|2587|And to another it will declare (itself) in his throat, while to another it will unmask in his body;
1|2588|And to another it will give burning pain in evacuation: its taste will deal him a blow that pierces his liver.
1|2589|And to another (it will become manifest) after days and months; and to another after death, from the depth of the grave;
1|2590|And if he be given a respite in the depth of the grave, (then) it will inevitably become manifest on the Day of Resurrection.
1|2591|Every piece of candy and sugar (desirable thing) in the world manifestly has a period granted to it from the revolution of Time.
1|2592|Years are needed in order that the ruby in (exposed to the rays of) the sun may obtain (the perfect) tint and splendour and brilliance.
1|2593|Vegetables, again, reach maturity in two months, while the red rose comes to perfection in a year.
1|2594|For this reason the Almighty and Glorious God in the Súratu ’l-An‘ám has made mention of an appointed term (ajal).
1|2595|You have heard this (discourse): may the whole of you, hair by hair, be an ear (to receive it)! ’Tis the Water of Life: (if) you have drunk, may it do you good!
1|2596|Call it the Water of Life, call it not a discourse: behold the new spirit in the body of the old letter!
1|2597|(Now), my friend, hearken to another saying (which is), like the soul, very clear (to mystics) and abstruse (to the rest):
1|2598|In a certain place (spiritual degree), through Divine dispositions even this poison and snake (worldliness and sensuality) is (rendered) digestible.
1|2599|In one place (it is) poison and in one place medicine, in one place infidelity and in one place approved.
1|2600|Although there it is injurious to the soul, when it arrives here it is a remedy.
1|2601|In the young grape (ghúra) the juice is sour, but it is sweet and good when the ghúra comes to be an angúr (ripe grape).
1|2602|Again in the wine-jar it becomes bitter and unlawful, (but) in the state (form) of vinegar how excellent it is as a seasoning!
1|2603|If the saint drinks a poison it becomes an antidote, but if the seeker (disciple) drinks it, his mind is darkened.
1|2604|From Solomon have come the words, “O Lord, give me (a kingdom that it behoves not any one after me to obtain),” that is, “do not give this kingdom and power to any but me.
1|2605|Do not bestow this grace and bounty on any but me.” This looks like envy, but it was not that (in reality).
1|2606|Read with your soul the mystery of “it behoves not,” do not deem the inward meaning of “after me” (to be derived) from his (Solomon's) avarice.
1|2607|Nay, but in sovereignty he saw a hundred dangers: the kingdom of this world was (has ever been), hair by hair (in every respect), fear for one's head.
1|2608|Fear for head with fear for heart with fear for religion— there is no trial for us like this.
1|2609|Therefore one must needs possess the high aspiration of a Solomon in order to escape from these myriads of colours and perfumes (enticing vanities).
1|2610|Even with such (great) strength (of spirit) as he had, the waves of that (worldly) kingdom were stifling his breath (choking him).
1|2611|Since dust settled on him from this sorrow, he had compassion for all the kings of the world.
1|2612|He interceded (with God on their behalf) and said, “Give this kingdom and banner (to them) with (accompanied by) the (spiritual) perfection which Thou hast given to me.
1|2613|To whomsoever Thou wilt give (it), and (on whomsoever) Thou wilt confer that bounty, he (that person) is Solomon, and I also am he.
1|2614|He is not ‘after me,’ he is with me. What of ‘with me,’ indeed? I am without rival.”
1|2615|’Tis my duty to explain this, but (now) I will return to the story of the man and wife.
1|2616|The heart of one who is sincere is seeking (to find) a moral for the altercation of the man and wife.
1|2617|The altercation of the man and wife has been related (as a story): know that it is a parable of your own flesh (nafs) and reason.
1|2618|This man and wife, which are the flesh and the reason, are very necessary for (the manifestation of) good and evil;
1|2619|And this necessary pair in this house of earth are (engaged) in strife and altercation day and night.
1|2620|The wife is craving requisites for the household, that is to say, reputation and bread and viands and rank.
1|2621|Like the wife, the flesh, in order to contrive the means (of gratifying its desires), is at one time seeking (having recourse to) humility and at another time to domination.
1|2622|The reason is really unconscious of these (worldly) thoughts: in its brain is nothing but love of God.
1|2623|Although the inner meaning of the tale is this bait and trap, listen now to the outward form of the tale in its entirety.
1|2624|If the spiritual explanation were sufficient, the creation of the world would have been vain and idle.
1|2625|If love were (only spiritual) thought and reality, the form of your fasting and prayer would be non-existent.
1|2626|The gifts of lovers to one another are, in respect of love, naught but forms;
1|2627|(But the purpose is) that the gifts may have borne testimony to feelings of love which are concealed in secrecy,
1|2628|Because outward acts of kindness bear witness to feelings of love in the heart, O dear friend.
1|2629|Your witness is sometimes true, sometimes false, sometimes drunken with wine, sometimes with sour curds.
1|2630|He that has drunk sour curds makes a show of intoxication, shouts ecstatically, and behaves like one whose head is heavy (with the fumes of wine);
1|2631|That hypocrite is (assiduous) in fasting and praying, in order that it may be supposed that he is drunken with devotion (to God).
1|2632|In short, external acts are different (from internal feelings), (and their purpose is) to indicate that which is hidden.
1|2633|O Lord, grant us according to our desire such discernment that we may know the false indication from the true.
1|2634|Do you know how the sense-perception becomes discerning? In this way, that the sense-perception should be seeing by the light of God.
1|2635|And if there be no effect (outward sign), the cause too makes manifest (that which is hidden), as (for example) kinship gives information concerning love (enables you to infer the presence of love).
1|2636|He to whom the light of God has become a guide is not a slave to effects or causes—
1|2637|Or (if he is a slave to them) Love will throw a spark within, wax mighty, and make (the illumined one) independent of effect.
1|2638|He has no need to make his love known, since Love has shot its radiance over the sky (of his heart).
1|2639|There are detailed explanations (which I could give) in order to complete this subject; but seek them (for yourself), and (now) farewell.
1|2640|Although the inner meaning is visible in this outward form, the form is (both) near to the meaning and far (from it).
1|2641|In regard to indication, they (the meaning and the form) are like the sap and the tree; (but) when you turn to the quiddity, they are very far (removed from each other).
1|2642|(Let me) take leave of quiddities and essential properties, and relate what happened to those twain with faces like the moon.
1|2643|The man said, “Now I have ceased to oppose (thee): thou hast authority (to do what thou wilt): draw the sword from the sheath.
1|2644|Whatsoever thou biddest me do, I will obey: I will not consider the bad or good result of it.
1|2645|I will become non-existent in thy existence, because I am thy lover: love makes blind and deaf.”
1|2646|The wife said, “Dost thou intend to treat me with kindness, or art thou (bent on) discovering my secret by trickery?”
1|2647|He said, “(No), by God who knows the thought most deeply hid, who out of dust created Adam pure (chosen above all),
1|2648|Who, in the body three cubits long which He gave him, displayed everything that was contained in the tablets (of destiny) and the (world of) spirits.
1|2649|Through his He (God) taught him (Adam) the Names (through his God-given knowledge) he at the very first gave instruction (to the angels) concerning everything that shall come to pass unto everlasting,
1|2650|So that the angels became beside themselves (in amazement) at his teaching, and gained from his glorification (of God) a holiness other (than they possessed before).
1|2651|The revelation that appeared to them from Adam was not (contained) in the amplitude of their heavens.
1|2652|In comparison with the spaciousness of the range of that pure spirit (Adam), the expanse of the seven heavens became narrow.
1|2653|The Prophet said that God has said, ‘I am not contained at all in “high” and “low” (spatial dimensions);
1|2654|I am not contained in earth or heaven or even in the empyrean—know this for certain, O noble one;
1|2655|(But) I am contained in the true believer's heart: oh, how wonderful! If thou seekest Me, search in those hearts.’
1|2656|He (God) said (also), ‘Enter among My servants, thou wilt meet with a Paradise (consisting) of vision of Me, O God-fearing one.’
1|2657|The empyrean, notwithstanding its wide (far-extending) light, when it beheld that (spirit of Adam), was confounded.
1|2658|Truly, the magnitude of the empyrean is very great, but who (what) is form when reality has arrived?
1|2659|Every angel was saying (to Adam), ‘Before this (time) we had a friendship (with thee) on the face of the earth.
1|2660|On the earth we were sowing the seed of service (worship): we were marveling at that connexion,
1|2661|Marvelling what connexion we had with this dust, inasmuch as our nature is of heaven.
1|2662|(We said), Why (this) friendship in us, who are light, with darkness? How can light live with darkness?
1|2663|O Adam, that friendship was owing to the scent of thee, because earth was the woof and warp of thy body.
1|2664|From this place (the earth) thy earthly body was woven, in this place thy pure light was found.
1|2665|This (light) that our souls have obtained from thy spirit shone erstwhile from the dust.
1|2666|We were in the earth, and heedless of the earth, heedless of the treasure that lay buried there.
1|2667|When He (God) bade us journey from that place of abode our palates were soured (we were bitterly grieved) by the change,
1|2668|So that we were arguing (and saying), ‘O God, who will come in our stead?
1|2669|Wilt Thou sell the splendour of the praise with which we glorify and magnify Thee for babble and palaver?’
1|2670|The decree of God spread for us the carpet (of indulgence), (and He said), ‘Speak ye, in the way of boldness
1|2671|(And) without fear, whatever comes upon your tongues, like only children with their father;
1|2672|For what if these words (of yours) are unseemly? My mercy likewise is prior (superior) to My wrath.
1|2673|In order to manifest this priority, O angel, I will put in thee incitement to perplexity and doubt,
1|2674|That thou mayst speak and I not take offence at thee, (so that) none who denies My clemency may dare to utter a word.
1|2675|Within My (infinite) clemency (the clemencies of) a hundred fathers and a hundred mothers at every moment are born and vanish.
1|2676|Their clemency is (but) the foam of the sea of My clemency: the foam comes and goes, but the sea is (always) there.’’
1|2677|What indeed shall I say? Compared with that pearl (Divine clemency) this oyster-shell (human clemency) is naught but the foam of the foam of the foam of foam.
1|2678|By the truth of that foam, by the truth of that pure sea, (I swear) that these words (of mine) are not (meant to make) trial of thee and are not vain.
1|2679|They are from (inspired by) love and sincerity and humbleness, (I swear) by the truth of that One to whom I turn.
1|2680|If this affection (which I am showing) seems to thee a trial, do thou for one moment put the (supposed) trial (of thee) to the test.
1|2681|Do not hide thy secret (but reveal it), in order that mine may be revealed: command anything that I am able to do.
1|2682|Do not hide thy heart (but reveal it), in order that mine may be revealed and that I may accept whatever I am capable of (performing).
1|2683|How shall I do? What remedy is in my power? Look what a plight my soul is in.”
1|2684|The wife said, “A sun has shone forth, a (whole) world has received light from him—
1|2685|The Vicar of the Merciful (God), the Khalífa of the Creator: through him the city of Baghdád is (gay and happy) as the season of spring.
1|2686|If thou gain access to that King, thou wilt become a king: how long wilt thou go after every (kind of) misfortune?”
1|2687|Companionship with kings is like the Elixir: indeed, how is an Elixir like (to be compared with) their looks (of favour)?
1|2688|The eye of Ahmad (Mohammed) was cast upon an Abú Bakr: he by a single act of faith became a Siddíq.
1|2689|Said the husband, “How should I go to meet the King? How should I go to him without a pretext?
1|2690|I must have some reference or device: is any handicraft right (possible) without tools?
1|2691|As (to mention a similar case) the famous Majnún, when he heard from some one that Laylá was a little unwell,
1|2692|Cried, ‘Ah, how shall I go (to her) without a pretext? And if I fail to visit her when she is ill, how (wretched) shall I be!
1|2693|Would that I were a skilled physician! I would have gone on foot to Laylá first of all (before any one else).’
1|2694|God said to us, ‘Say, Come ye,’ in order to signify to us the (means of) vanquishing our feeling of shame.
1|2695|If bats had sight and means (ability to bear the sunshine), they would fly about and enjoy themselves by day.”
1|2696|The wife said, “When the gracious King goes into the field (maydán), the essence of every lack of means (inability) becomes a means (ability),
1|2697|Because the means (ability) is (involves) pretension and self-existence: the (pith of the) matter lies in lack of means (inability) and non-existence.”
1|2698|“How,” said he, “should I do business without means, unless I make it manifest that I (really) have no means?
1|2699|Therefore I must needs have attestation of my want of means, that the King who wants naught may take pity on me.
1|2700|Do thou produce some attestation besides talk and show, so that the beauteous King may take pity,
1|2701|For the testimony that consisted of talk and show was (ever) invalidated before that Supreme Judge.
1|2702|He requires truth (veracity) as witness to his (the indigent man's) state, so that his (inner) light shall shine forth (and proclaim his indigence) without any words of his.”
1|2703|The wife said, “When with all thy might thou dost (endeavour to) rise up entirely purged of self-existence—that is veracity.
1|2704|We have the rain-water in the jug: ’tis thy property and capital and means.
1|2705|Take this jug of water and depart, make it a gift and go into the presence of the King of kings.
1|2706|Say, ‘We have no means except this: in the desert there is nothing better than this water.’
1|2707|If his treasury is full of splendid merchandise, (yet) he will have no water like this: ’tis rare.”
1|2708|What is that jug? Our confined body: within it is the briny water of our senses.
1|2709|O Lord, accept this jar and jug of mine by the grace of “God hath purchased (from the believers their lives and wealth in return for Paradise).”
1|2710|(’Tis) a jug with five spouts, the five senses: keep this water pure (and safe) from every filth,
1|2711|That there may be from this jug a passage to the sea, and that my jug may assume the nature of the sea,
1|2712|So that when you carry it as a gift to the King, the King may find it pure and be its purchaser;
1|2713|(And) after that, its water will become without end: a hundred worlds will be filled from my jug.
1|2714|Stop up its spouts and keep it filled (with water) from the jar (of Reality): God said, “Close your eyes to vain desire.”
1|2715|His (the husband's) beard was full of wind (he was puffed up with pride): “Who (thought he) has such a gift as this? This, truly, is worthy of a King like him.”
1|2716|The wife did not know that in that place (Baghdád) on the thoroughfare there is running the Tigris (whose water is) sweet as sugar,
1|2717|Flowing like a sea through the city, full of boats and fishing-nets.
1|2718|Go to the Sultan and behold this pomp and state! Behold the senses of (those for whom God hath prepared gardens) beneath which the rivers flow!
1|2719|Our senses and perceptions, such as they are, are (but) a single drop in that pure river.
1|2720|“Yes,” said the husband, “stop up the mouth of the jug. Take care, for this is a gift that will bring us profit.
1|2721|Sew this jug in felt, that the King may break his fast with our gift,
1|2722|For there is no (water) like this in all the world: it is naught but pure wine and the source of pleasures (to the taste).”
1|2723|(This he said) because they (people like him) are always full of infirmity and half-blind from (drinking) bitter and briny waters.
1|2724|The bird whose dwelling-place is the briny water, how should it know where to find in it the clear (and sweet) water?
1|2725|O thou whose abode is in the briny spring, how shouldst thou know the Shatt and the Jayhún and the Euphrates?
1|2726|O thou who hast not escaped from this fleeting caravanseray (the material world), how shouldst thou know (the meaning of) “self-extinction” and (mystical) “intoxication” and “expansion”?
1|2727|And if thou knowest, ’tis (by rote, like the knowledge) handed down to thee from father and grandfather: to thee these names are like abjad.
1|2728|How plain and evident to all children are abjad and hawwaz, and (yet) the real meaning is far away (hard to reach).
1|2729|Then the Arab man took up the jug and set out to journey, carrying it along (with him) day and night.
1|2730|He was trembling for the jug, in fear of Fortune's mischiefs: all the same, he conveyed it from the desert to the city (Baghdád).
1|2731|His wife unrolled the prayer-rug in supplication; she made (the words) Rabbi sallim (Save, O Lord) her litany in prayer,
1|2732|Crying, “Keep our water safe from scoundrels! O Lord, let that pearl arrive at that sea!
1|2733|Although my husband is shrewd and artful, yet the pearl has thousands of enemies.
1|2734|Pearl indeed! ’Tis the water of Kawthar: ’tis a drop of this that is the origin of the pearl.”
1|2735|Through the prayers and lamentation of the wife, and through the husband's anxiety and his patience under the heavy burden,
1|2736|He bore it without delay, safe from robbers and unhurt by stones, to the seat of the Caliphate (the Caliph's palace).
1|2737|He saw a bountiful Court, (where) the needy had spread their nets;
1|2738|Everywhere, moment by moment, some petitioner gained (and carried away) from that Court a donation and robe of honour:
1|2739|’Twas like sun and rain, nay, like Paradise, for infidel and true believer and good folk and bad.
1|2740|He beheld some people arrayed (with favour) in the sight (of the Caliph), and others who had risen to their feet (and were) waiting (to receive his commands).
1|2741|High and low, from Solomon to the ant, they (all) had become quickened with life, like the world at the blast of the trumpet (on the Day of Resurrection).
1|2742|The followers of Form were woven (entangled) in pearls, the followers of Reality had found the Sea of Reality.
1|2743|Those without aspiration—how aspiring had they become! and those of high aspiration—to what felicity had they attained!
1|2744|A loud call was coming (to his ears): “Come, O seeker! Bounty is in need of beggars: (it is needy) like a beggar.
1|2745|Bounty is seeking the beggars and the poor, just as fair ones who seek a clear mirror.
1|2746|The face of the fair is made beautiful by the mirror, the face of Beneficence is made visible by the beggar.
1|2747|Therefore on this account God said in the Súra Wa’d-Duhá, “O Mohammed, do not shout at (and drive away) the beggar.”
1|2748|Inasmuch as the beggar is the mirror of Bounty, take care! Breath is hurtful to the face of the mirror.
1|2749|In the one case, his (the giver's) bounty makes the beggar manifest (causes him to beg), while in the other case he (the giver), (without being asked), bestows on the beggars more (than they need).
1|2750|Beggars, then, are the evidentiary sign of God's bounty, and they that are with God are (united with) the Absolute Bounty;
1|2751|And every one except those two (types of beggar) is truly a dead man: he is not at this door (the Divine Court), he is (lifeless as) a picture (embroidered) on a curtain.
1|2752|He (that seeks other than God) is the (mere) picture of a dervish, he is not worthy of bread (Divine bounty): do not throw bread to the picture of a dog!
1|2753|He wants a morsel of food, he does not want God: do not set dishes before a lifeless picture!
1|2754|The dervish that wants bread is a land-fish: (he has) the form of a fish, but (he is) fleeing from the sea.
1|2755|He is a domestic fowl, not the Símurgh of the air: he swallows sweet morsels (of food), he does not eat from God.
1|2756|He loves God for the sake of gain: his soul is not in love with (God's) excellence and beauty.
1|2757|If he conceives that he is in love with the Essence (of God), conception of the (Divine) names and attributes is not the Essence.
1|2758|Conception is created; it has been begotten: God is not begotten, He is lam yúlad.
1|2759|How should he that is in love with his own imagination and conception be one of them that love the Lord of bounties?
1|2760|If the lover of that (false) conception be sincere, that metaphor (unreal judgement) will lead him to the reality.
1|2761|The exposition of this saying demands a commentary, but I am afraid of senile (feeble) minds.
1|2762|Senile and short-sighted minds bring a hundred evil fancies into their thoughts.
1|2763|Not every one is able to hear rightly: the fig is not a morsel for every little bird,
1|2764|Especially a bird that is dead, putrid; a blind, eyeless (fellow) filled with vain fancy.
1|2765|To the picture of a fish what is the difference between sea and land? To the colour of a Hindoo what is the difference between soap and black vitriol?
1|2766|If you depict the portrait on the paper as sorrowful, it has no lesson (learns nothing) of sorrow or joy.
1|2767|Its appearance is sorrowful, but it is free from that (sorrow); (or) its appearance is smiling, but it has no (inward) impression of that (joy).
1|2768|And this (worldly) sorrow and joy which are a lot (received) in the heart (which befall the heart) are naught but a picture in comparison with that (spiritual) joy and sorrow.
1|2769|The picture's smiling appearance is for your sake, in order that by means of that picture the reality may be established (rightly understood by you).
1|2770|The pictures (phenomena) which are in these hot baths (the world), (when viewed) from outside the undressing-room (of self-abandonment), are like clothes.
1|2771|So long as you are outside, you see only the clothes (phenomena): put off your clothes and enter (the bath of reality), O kindred spirit,
1|2772|Because, with your clothes, there is no way (of getting) inside: the body is ignorant of the soul, the clothes (are ignorant) of the body.
1|2773|When the Bedouin arrived from the remote desert to the gate of the Caliph's palace,
1|2774|The court officers went to meet him: they sprinkled much rose-water of graciousness on his bosom.
1|2775|Without speech (on his part) they perceived what he wanted: it was their practice to give before being asked.
1|2776|Then they said to him, “O chief of the Arabs, whence dost thou come? How art thou after the journey and fatigue?”
1|2777|He said, “I am a chief, if ye give me any countenance (favour); I am without means (of winning respect) when ye put me behind your backs.
1|2778|O ye in whose faces are the marks of eminence, O ye whose splendour is more pleasing than the gold of Ja‘far,
1|2779|O ye, one sight of whom is (worth many) sights, O ye on whose religion pieces of gold are scattered (as largesse),
1|2780|O ye, all of whom have become seeing by the light of God, who have come from the King for the sake of munificence,
1|2781|That ye may cast the elixir of your looks upon the copper of human individuals,
1|2782|I am a stranger: I have come from the desert: I have come in hope of (gaining) the grace of the Sultan.
1|2783|The scent of his grace covered (took entire possession of) the deserts: even the grains of sand were ensouled (thereby).
1|2784|I came all the way to this place for the sake of dinars: as soon as I arrived, I became drunken with sight (contemplation).”
1|2785|A person ran to the baker for bread: on seeing the beauty of the baker, he gave up the ghost.
1|2786|A certain man went to the rose-garden to take his pleasure, and found it in the beauty of the gardener,
1|2787|Like the desert Arab who drew water from the well and tasted the Water of Life from the (lovely) face of Joseph.
1|2788|Moses went to fetch fire: he beheld such a Fire (the Burning Bush) that he escaped from (searching after) fire.
1|2789|Jesus sprang up, to escape from his enemies: that spring carried him to the Fourth Heaven.
1|2790|The ear of wheat became a trap for Adam, so that his existence became the wheat-ear (seed and origin) of mankind.
1|2791|The falcon comes to the snare for food: it finds the fore-arm (wrist) of the King and fortune and glory.
1|2792|The child went to school to acquire knowledge, in hope of (getting) its father's pretty bird (as a prize);
1|2793|Then, by (going to) school, that child rose to the top, paid monthly fees (to his teacher), and became perfect (in knowledge).
1|2794|‘Abbás had come to war for vengeance’ sake, for the purpose of subduing Ahmad (Mohammed) and opposing the (true) religion:
1|2795|He and his descendants in the Caliphate became a back and front (complete support) to the (true) religion until the Resurrection.
1|2796|“I came to this court in quest of wealth: as soon as I entered the portico I became (a spiritual) chief.
1|2797|I brought water as a gift for the sake of (getting) bread: hope of bread led me to the highest place in Paradise.
1|2798|Bread drove an Adam forth from Paradise: bread caused me to mix (made me consort) with those who belong to Paradise.
1|2799|I have been freed, like the angels, from water and bread (materiality): without (any worldly) object of desire I move round this court, like the (revolving) sphere of heaven.”
1|2800|Nothing in the world is without object (disinterested) in its movement (activity) except the bodies and the souls of (God's) lovers.
1|2801|The lovers of the Whole are not those who love the part: he that longed for the part failed to attain unto the Whole.
1|2802|When a part falls in love with a part, the object of its love soon goes (returns) to its own whole.
1|2803|He (the lover of the particular) became the laughing-stock of another's slave: he became (like a man who was) drowning and clung to some one weak (and powerless to help him).
1|2804|He (the loved slave) possesses no authority, that he should care for him: shall he do his own master's business or his (the lover's)?
1|2805|Hence (the saying), “Commit fornication with a free woman,” became proverbial; (and the words) “steal a pearl” were transferred (metaphorically) to this (meaning).
1|2806|The slave (the loved one) went away to his master: he (the lover) was left in misery. The scent of the rose went (back) to the rose: he remained as the thorn.
1|2807|He was left far from the object of his desire—his labour lost, his toil useless, his foot wounded,
1|2808|Like the hunter who catches a shadow—how should the shadow become his property?
1|2809|The man has grasped tightly the shadow of a bird, (while) the bird on the branch of the tree is fallen into amazement,
1|2810|(Thinking), “I wonder who this crack-brained fellow is laughing at? Here's folly for you, here's a rotten cause!”
1|2811|And if you say that the part is connected with the whole, (then) eat thorns: the thorn is connected with the rose.
1|2812|Except from one point of view, it (the part) is not connected with the whole: otherwise, indeed, the mission of the prophets would be vain,
1|2813|Inasmuch as the prophets are (sent) in order to connect (the part with the whole): how, then, should they (the prophets) connect them when they are (already) one body?
1|2814|This discourse hath no end. O lad, the day is late: conclude the tale.
1|2815|He presented the jug of water, he sowed the seed of homage in that (exalted) court.
1|2816|“Bear this gift,” said he, “to the Sultan, redeem the King's suitor from indigence.
1|2817|’Tis sweet water and a new green jug—some of the rain-water that collected in the ditch.”
1|2818|The officials smiled at that, but they accepted it (the jug) as (though it were precious as) life,
1|2819|Because the graciousness of the good and wise King had made a mark (impressed itself) on all the courtiers.
1|2820|The disposition of kings settles (becomes implanted) in their subjects: the green sky makes the earth verdant.
1|2821|Regard the king as a reservoir, his retainers as the pipes: the water runs through the pipe into the ponds (receptacles).
1|2822|When the water in all (the pipes) is from a pure reservoir, every single one gives sweet water, pleasant to taste;
1|2823|But if the water in the reservoir is brackish and dirty, every pipe brings the same to view,
1|2824|Because every pipe is connected with the reservoir. Dive, dive into (ponder deeply) the meaning of these words.
1|2825|(Consider) how the imperial grace of the homeless Spirit has produced effects on the whole body;
1|2826|How the grace of Reason, which is of goodly nature, of goodly lineage, brings the entire body into discipline;
1|2827|How Love, saucy, uncontrolled, and restless, throws the whole body into madness.
1|2828|The purity of the water of the Sea that is like Kawthar (is such that) all its pebbles are pearls and gems.
1|2829|For whatever science the master is renowned, the souls of his pupils become endued with the same.
1|2830|With the master-theologian the quick and industrious pupil reads (scholastic) theology.
1|2831|With the master-jurist the student of jurisprudence reads jurisprudence, when he (the teacher) expounds it, not theology.
1|2832|With the master who is a grammarian—the soul of his pupil becomes imbued by him with grammar.
1|2833|Again, the master who is absorbed in the Way (of Súfism)— because of him the soul of his pupil is absorbed in the King (God).
1|2834|Of all these various kinds of knowledge, on the day of death the (best) equipment and provision for the road is the knowledge of (spiritual) poverty.
1|2835|A certain grammarian embarked in a boat. That self-conceited person turned to the boatman
1|2836|And said, “Have you ever studied grammar?” “No,” he replied. The other said, “Half your life is gone to naught.”
1|2837|The boatman became heart-broken with grief, but at the time he refrained from answering.
1|2838|The wind cast the boat into a whirlpool: the boatman spoke loud (shouted) to the grammarian,
1|2839|“Tell me, do you know how to swim?” “No,” said he, “O fair-spoken good-looking man!”
1|2840|“O grammarian,” said he, “your whole life is naught, because the boat is sinking in these whirlpools.”
1|2841|Know that here mahw (self-effacement) is needed, not nah? (grammar): if you are mahw (dead to self), plunge into the sea without peril.
1|2842|The water of the sea places the dead one on its head (causes him to float on the surface); but if he be living, how shall he escape from the sea?
1|2843|Inasmuch as you have died to the attributes of the flesh, the Sea of (Divine) consciousness will place you on the crown of its head (will raise you to honour).
1|2844|(But) O thou who hast called the people asses, at this time thou art left (floundering), like an ass, upon this ice.
1|2845|If in the world thou art the most learned scholar of the time, behold the passing away of this world and this time!
1|2846|We have stitched in (inserted) the (story of the) grammarian, that we might teach you the grammar (nahw) of self-effacement (mahw).
1|2847|In self-loss, O venerated friend, thou wilt find the jurisprudence of jurisprudence, the grammar of grammar, and the accidence of accidence.
1|2848|That jug of water is (an emblem of) our different sorts of knowledge, and the Caliph is the Tigris of God's knowledge.
1|2849|We are carrying jugs full (of water) to the Tigris: if we do not know ourselves to be asses, asses we are.
1|2850|After all, the Bedouin was excusable, for he was inattentive and very blind to the Tigris and of the (great) river.
1|2851|If he had been acquainted with the Tigris, as we are, he would not have carried that jug from place to place;
1|2852|Nay, had he been aware of the Tigris, he would have dashed that jug against a stone.
1|2853|When the Caliph saw (the gift) and heard his story, he filled the jug with gold and added (other presents).
1|2854|He delivered the Arab from penury, he bestowed donations and special robes of honour,
1|2855|Saying, “Give into his hand this jug full of gold. When he returns (home), take him to the Tigris.
1|2856|He has come (hither) by way of the desert and by travelling (on land): it will be nearer for him (to return) by way of the Tigris.”
